method,split,case_type,rank,path,score,decision_threshold
RC-MSPS,NINCO,false_accept,15,ninco/chicken_quesadilla/chicken_quesadilla_056_1856233.jpg,-0.09624123573303223,-2.867911720275879
RC-MSPS,NINCO,false_accept,16,ninco/chicken_quesadilla/chicken_quesadilla_095_477765.jpg,-0.10054329037666321,-2.867911720275879
RC-MSPS,NINCO,false_accept,17,ninco/spaghetti_bolognese/spaghetti_bolognese_065_1229995.jpg,-0.10935661196708679,-2.867911720275879
RC-MSPS,NINCO,false_accept,18,ninco/chicken_quesadilla/chicken_quesadilla_022_557019.jpg,-0.11048641800880432,-2.867911720275879
RC-MSPS,NINCO,false_accept,19,ninco/triturus_marmoratus/triturus_marmoratus_052_19285787.jpg,-0.1137923002243042,-2.867911720275879
RC-MSPS,NINCO,false_accept,20,ninco/pseudorca_crassidens/pseudorca_crassidens_010_20513027.jpeg,-0.11481517553329468,-2.867911720275879
RC-MSPS,NINCO,false_accept,21,ninco/chicken_quesadilla/chicken_quesadilla_007_2038277.jpg,-0.12481042742729187,-2.867911720275879
RC-MSPS,NINCO,false_accept,22,ninco/arctocephalus_galapagoensis/arctocephalus_galapagoensis_040_34216278.jpg,-0.13554739952087402,-2.867911720275879
RC-MSPS,NINCO,false_accept,23,ninco/chicken_quesadilla/chicken_quesadilla_036_1919435.jpg,-0.13924428820610046,-2.867911720275879
RC-MSPS,NINCO,false_accept,24,ninco/skipper_caterpillar/skipper_caterpillar_026_037-19050893.jpg,-0.13987627625465393,-2.867911720275879
RC-MSPS,NINCO,false_accept,25,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_045_53328279.jpg,-0.14558196067810059,-2.867911720275879
RC-MSPS,NINCO,false_accept,26,ninco/dendrolagus_lumholtzi/dendrolagus_lumholtzi_075_69735696.jpg,-0.15177184343338013,-2.867911720275879
RC-MSPS,NINCO,false_accept,27,ninco/triturus_marmoratus/triturus_marmoratus_002_1094165.JPG,-0.16161459684371948,-2.867911720275879
RC-MSPS,NINCO,false_accept,28,ninco/windsor_chair/windsor_chair_018_image_0019.jpg,-0.16510829329490662,-2.867911720275879
RC-MSPS,NINCO,false_accept,29,ninco/dendrolagus_lumholtzi/dendrolagus_lumholtzi_090_85880340.jpeg,-0.17676997184753418,-2.867911720275879
RC-MSPS,NINCO,false_accept,30,ninco/door/door_075_00113.jpg,-0.18485689163208008,-2.867911720275879
RC-MSPS,NINCO,false_accept,31,ninco/Caracal_caracal_caracal/Caracal_caracal_caracal_074_121-114843368.jpeg,-0.1859782338142395,-2.867911720275879
RC-MSPS,NINCO,false_accept,32,ninco/chicken_quesadilla/chicken_quesadilla_043_1609470.jpg,-0.19132286310195923,-2.867911720275879
RC-MSPS,NINCO,false_accept,33,ninco/spaghetti_bolognese/spaghetti_bolognese_025_774141.jpg,-0.1921212077140808,-2.867911720275879
RC-MSPS,NINCO,false_accept,34,ninco/chicken_quesadilla/chicken_quesadilla_016_1520910.jpg,-0.19313669204711914,-2.867911720275879
RC-MSPS,NINCO,false_accept,35,ninco/vaccinium_reticulatum/vaccinium_reticulatum_014_14327408.jpeg,-0.19436120986938477,-2.867911720275879
RC-MSPS,NINCO,false_accept,36,ninco/windsor_chair/windsor_chair_038_image_0042.jpg,-0.2023598551750183,-2.867911720275879
RC-MSPS,NINCO,false_accept,37,ninco/tapirus_bairdii/tapirus_bairdii_080_24127960.jpeg,-0.2033601999282837,-2.867911720275879
RC-MSPS,NINCO,false_accept,38,ninco/windsor_chair/windsor_chair_039_image_0043.jpg,-0.20626068115234375,-2.867911720275879
RC-MSPS,NINCO,false_accept,39,ninco/chicken_quesadilla/chicken_quesadilla_011_1726312.jpg,-0.20931589603424072,-2.867911720275879
RC-MSPS,NINCO,false_accept,40,ninco/spaghetti_bolognese/spaghetti_bolognese_015_348512.jpg,-0.22031241655349731,-2.867911720275879
RC-MSPS,NINCO,false_accept,41,ninco/triturus_marmoratus/triturus_marmoratus_016_14657201.jpeg,-0.22702735662460327,-2.867911720275879
RC-MSPS,NINCO,false_accept,42,ninco/triturus_marmoratus/triturus_marmoratus_081_2307438.jpg,-0.228213369846344,-2.867911720275879
RC-MSPS,NINCO,false_accept,43,ninco/windsor_chair/windsor_chair_037_image_0041.jpg,-0.2370416224002838,-2.867911720275879
RC-MSPS,NINCO,false_accept,44,ninco/door/door_093_00172.jpg,-0.24276548624038696,-2.867911720275879
RC-MSPS,NINCO,false_accept,45,ninco/chicken_quesadilla/chicken_quesadilla_008_735304.jpg,-0.25982290506362915,-2.867911720275879
RC-MSPS,NINCO,false_accept,46,ninco/door/door_005_00006.jpg,-0.26017284393310547,-2.867911720275879
RC-MSPS,NINCO,false_accept,47,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_053_6594150.jpg,-0.2601739168167114,-2.867911720275879
RC-MSPS,NINCO,false_accept,48,ninco/chicken_quesadilla/chicken_quesadilla_006_1290864.jpg,-0.26036572456359863,-2.867911720275879
RC-MSPS,NINCO,false_accept,49,ninco/door/door_044_00065.jpg,-0.2659604549407959,-2.867911720275879
RC-MSPS,NINCO,false_accept,50,ninco/chicken_quesadilla/chicken_quesadilla_087_2304050.jpg,-0.27542901039123535,-2.867911720275879
PULSE,SSB-hard,false_accept,1,ssb_hard/n12057660/n12057660_1362.JPEG,-4.76204252243042,4.07577700614929
PULSE,SSB-hard,false_accept,2,ssb_hard/n02277268/n02277268_10101.JPEG,-4.665301322937012,4.07577700614929
PULSE,SSB-hard,false_accept,3,ssb_hard/n02282903/n02282903_1077.JPEG,-4.651854515075684,4.07577700614929
PULSE,SSB-hard,false_accept,4,ssb_hard/n12057447/n12057447_1068.JPEG,-4.455170631408691,4.07577700614929
PULSE,SSB-hard,false_accept,5,ssb_hard/n02277268/n02277268_10444.JPEG,-4.41595458984375,4.07577700614929
PULSE,SSB-hard,false_accept,6,ssb_hard/n12058192/n12058192_133.JPEG,-4.41509485244751,4.07577700614929
PULSE,SSB-hard,false_accept,7,ssb_hard/n01757115/n01757115_1152.JPEG,-4.362088680267334,4.07577700614929
PULSE,SSB-hard,false_accept,8,ssb_hard/n12057447/n12057447_1093.JPEG,-4.329031944274902,4.07577700614929
PULSE,SSB-hard,false_accept,9,ssb_hard/n02281015/n02281015_1033.JPEG,-4.29342794418335,4.07577700614929
PULSE,SSB-hard,false_accept,10,ssb_hard/n02391234/n02391234_106.JPEG,-4.240087985992432,4.07577700614929
PULSE,SSB-hard,false_accept,11,ssb_hard/n02391373/n02391373_108.JPEG,-4.240087985992432,4.07577700614929
PULSE,SSB-hard,false_accept,12,ssb_hard/n02277268/n02277268_10271.JPEG,-4.223625659942627,4.07577700614929
PULSE,SSB-hard,false_accept,13,ssb_hard/n01854700/n01854700_1151.JPEG,-4.210709571838379,4.07577700614929
PULSE,SSB-hard,false_accept,14,ssb_hard/n02277268/n02277268_10077.JPEG,-4.207499980926514,4.07577700614929
PULSE,SSB-hard,false_accept,15,ssb_hard/n02277268/n02277268_10247.JPEG,-4.204262733459473,4.07577700614929
PULSE,SSB-hard,false_accept,16,ssb_hard/n12057447/n12057447_1031.JPEG,-4.1782708168029785,4.07577700614929
PULSE,SSB-hard,false_accept,17,ssb_hard/n12058192/n12058192_1142.JPEG,-4.17440128326416,4.07577700614929
PULSE,SSB-hard,false_accept,18,ssb_hard/n01854415/n01854415_10015.JPEG,-4.135838031768799,4.07577700614929
PULSE,SSB-hard,false_accept,19,ssb_hard/n01754876/n01754876_10108.JPEG,-4.1307244300842285,4.07577700614929
PULSE,SSB-hard,false_accept,20,ssb_hard/n02281136/n02281136_1154.JPEG,-4.112631320953369,4.07577700614929
PULSE,SSB-hard,false_accept,21,ssb_hard/n01731941/n01731941_1241.JPEG,-4.094765663146973,4.07577700614929
PULSE,SSB-hard,false_accept,22,ssb_hard/n01854838/n01854838_1194.JPEG,-4.068719863891602,4.07577700614929
PULSE,SSB-hard,false_accept,23,ssb_hard/n01754876/n01754876_10513.JPEG,-4.065560340881348,4.07577700614929
PULSE,SSB-hard,false_accept,24,ssb_hard/n02277268/n02277268_10173.JPEG,-4.061930179595947,4.07577700614929
PULSE,SSB-hard,false_accept,25,ssb_hard/n12057660/n12057660_109.JPEG,-4.033130168914795,4.07577700614929
PULSE,SSB-hard,false_accept,26,ssb_hard/n02422391/n02422391_10422.JPEG,-4.024782657623291,4.07577700614929
PULSE,SSB-hard,false_accept,27,ssb_hard/n02325722/n02325722_1139.JPEG,-4.020561218261719,4.07577700614929
PULSE,SSB-hard,false_accept,28,ssb_hard/n01756089/n01756089_1071.JPEG,-4.009982585906982,4.07577700614929
PULSE,SSB-hard,false_accept,29,ssb_hard/n02325722/n02325722_1157.JPEG,-4.000089168548584,4.07577700614929
PULSE,SSB-hard,false_accept,30,ssb_hard/n02276078/n02276078_10552.JPEG,-3.989555597305298,4.07577700614929
PULSE,SSB-hard,false_accept,31,ssb_hard/n11981192/n11981192_1055.JPEG,-3.9871153831481934,4.07577700614929
PULSE,SSB-hard,false_accept,32,ssb_hard/n03612010/n03612010_10434.JPEG,-3.986729621887207,4.07577700614929
PULSE,SSB-hard,false_accept,33,ssb_hard/n02281015/n02281015_10293.JPEG,-3.9581456184387207,4.07577700614929
PULSE,SSB-hard,false_accept,34,ssb_hard/n12057447/n12057447_1032.JPEG,-3.947211265563965,4.07577700614929
PULSE,SSB-hard,false_accept,35,ssb_hard/n02281136/n02281136_1270.JPEG,-3.945281982421875,4.07577700614929
PULSE,SSB-hard,false_accept,36,ssb_hard/n01667432/n01667432_1161.JPEG,-3.9433810710906982,4.07577700614929
PULSE,SSB-hard,false_accept,37,ssb_hard/n02325722/n02325722_1194.JPEG,-3.9409854412078857,4.07577700614929
PULSE,SSB-hard,false_accept,38,ssb_hard/n02391234/n02391234_1164.JPEG,-3.9384472370147705,4.07577700614929
PULSE,SSB-hard,false_accept,39,ssb_hard/n01735439/n01735439_1183.JPEG,-3.9155361652374268,4.07577700614929
PULSE,SSB-hard,false_accept,40,ssb_hard/n02282385/n02282385_1002.JPEG,-3.8761649131774902,4.07577700614929
PULSE,SSB-hard,false_accept,41,ssb_hard/n02325722/n02325722_1104.JPEG,-3.861143112182617,4.07577700614929
PULSE,SSB-hard,false_accept,42,ssb_hard/n01854700/n01854700_1105.JPEG,-3.840378999710083,4.07577700614929
PULSE,SSB-hard,false_accept,43,ssb_hard/n02325722/n02325722_1074.JPEG,-3.8273842334747314,4.07577700614929
PULSE,SSB-hard,false_accept,44,ssb_hard/n02281015/n02281015_10518.JPEG,-3.8120009899139404,4.07577700614929
PULSE,SSB-hard,false_accept,45,ssb_hard/n01757115/n01757115_1005.JPEG,-3.805337429046631,4.07577700614929
PULSE,SSB-hard,false_accept,46,ssb_hard/n12057447/n12057447_1033.JPEG,-3.782635450363159,4.07577700614929
PULSE,SSB-hard,false_accept,47,ssb_hard/n02391508/n02391508_1236.JPEG,-3.75754451751709,4.07577700614929
PULSE,SSB-hard,false_accept,48,ssb_hard/n01854700/n01854700_1273.JPEG,-3.7448110580444336,4.07577700614929
PULSE,SSB-hard,false_accept,49,ssb_hard/n02281015/n02281015_10316.JPEG,-3.737445116043091,4.07577700614929
PULSE,SSB-hard,false_accept,50,ssb_hard/n04587327/n04587327_10294.JPEG,-3.726700782775879,4.07577700614929
RC-MSPS,SSB-hard,false_accept,1,ssb_hard/n02356381/n02356381_10579.JPEG,0.480316162109375,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,2,ssb_hard/n12058192/n12058192_133.JPEG,0.4776360094547272,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,3,ssb_hard/n02422391/n02422391_10459.JPEG,0.4729541540145874,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,4,ssb_hard/n02276355/n02276355_1116.JPEG,0.4643697142601013,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,5,ssb_hard/n12057447/n12057447_1068.JPEG,0.4577241837978363,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,6,ssb_hard/n01592257/n01592257_10879.JPEG,0.45571935176849365,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,7,ssb_hard/n02357401/n02357401_1103.JPEG,0.45225802063941956,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,8,ssb_hard/n02391234/n02391234_1145.JPEG,0.45060062408447266,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,9,ssb_hard/n02277268/n02277268_10173.JPEG,0.44719648361206055,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,10,ssb_hard/n03099454/n03099454_10700.JPEG,0.4429224133491516,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,11,ssb_hard/n02325722/n02325722_1154.JPEG,0.44196969270706177,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,12,ssb_hard/n02028175/n02028175_1481.JPEG,0.4370621144771576,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,13,ssb_hard/n02117512/n02117512_1171.JPEG,0.43690651655197144,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,14,ssb_hard/n02391234/n02391234_1076.JPEG,0.43630510568618774,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,15,ssb_hard/n03809312/n03809312_1114.JPEG,0.43603700399398804,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,16,ssb_hard/n02391234/n02391234_1097.JPEG,0.434427410364151,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,17,ssb_hard/n01610226/n01610226_10211.JPEG,0.43284574151039124,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,18,ssb_hard/n12057660/n12057660_1362.JPEG,0.4276914596557617,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,19,ssb_hard/n02686121/n02686121_1060.JPEG,0.4271453022956848,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,20,ssb_hard/n04583620/n04583620_10116.JPEG,0.42430776357650757,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,21,ssb_hard/n02391508/n02391508_1103.JPEG,0.4242384433746338,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,22,ssb_hard/n03809312/n03809312_1219.JPEG,0.42376744747161865,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,23,ssb_hard/n02481103/n02481103_10317.JPEG,0.4189756512641907,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,24,ssb_hard/n01857851/n01857851_1013.JPEG,0.41887572407722473,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,25,ssb_hard/n02276355/n02276355_1111.JPEG,0.41866064071655273,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,26,ssb_hard/n02391373/n02391373_1215.JPEG,0.4182386100292206,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,27,ssb_hard/n12057447/n12057447_1071.JPEG,0.418079674243927,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,28,ssb_hard/n03790230/n03790230_10486.JPEG,0.41708844900131226,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,29,ssb_hard/n02025043/n02025043_1060.JPEG,0.4145384430885315,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,30,ssb_hard/n02277268/n02277268_10247.JPEG,0.41447871923446655,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,31,ssb_hard/n01669372/n01669372_1022.JPEG,0.4119716286659241,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,32,ssb_hard/n02391373/n02391373_113.JPEG,0.4107156991958618,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,33,ssb_hard/n02282553/n02282553_1168.JPEG,0.41029661893844604,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,34,ssb_hard/n12057447/n12057447_1033.JPEG,0.4102437496185303,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,35,ssb_hard/n02276078/n02276078_10552.JPEG,0.40800803899765015,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,36,ssb_hard/n02375302/n02375302_10310.JPEG,0.40752872824668884,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,37,ssb_hard/n02686121/n02686121_1044.JPEG,0.40263307094573975,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,38,ssb_hard/n03809312/n03809312_1175.JPEG,0.40201514959335327,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,39,ssb_hard/n12058192/n12058192_1323.JPEG,0.4018450677394867,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,40,ssb_hard/n12057660/n12057660_1085.JPEG,0.4018450677394867,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,41,ssb_hard/n02391234/n02391234_1164.JPEG,0.3984457850456238,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,42,ssb_hard/n02391508/n02391508_1197.JPEG,0.3945336937904358,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,43,ssb_hard/n02025389/n02025389_1038.JPEG,0.3943699598312378,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,44,ssb_hard/n03595860/n03595860_109.JPEG,0.3930448889732361,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,45,ssb_hard/n03099454/n03099454_10588.JPEG,0.3915657699108124,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,46,ssb_hard/n02029087/n02029087_1120.JPEG,0.3909732699394226,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,47,ssb_hard/n02277268/n02277268_1042.JPEG,0.3895573019981384,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,48,ssb_hard/n02391234/n02391234_1131.JPEG,0.38929328322410583,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,49,ssb_hard/n01669372/n01669372_1219.JPEG,0.3872784972190857,-2.867911720275879
RC-MSPS,SSB-hard,false_accept,50,ssb_hard/n03878066/n03878066_10399.JPEG,0.3871721923351288,-2.867911720275879
